itemId,passageId,gradeLevel,eligibleContent,ruleId,result,severity,evidence,failedChoiceIndices,notes,lessonId,sourceId
"cmpdlpsjw00vlevu9e9fvdv3y:exitTicket:1","b83558d3d9a1daf4","6","CC.1.3.6.A","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[1,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdlpsjw00vlevu9e9fvdv3y","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlpsjw00vlevu9e9fvdv3y:masteryCheck:1","d0060d34b3528dea","6","CC.1.3.6.A","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=3/4","[3]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdlpsjw00vlevu9e9fvdv3y","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlpsjw00vlevu9e9fvdv3y:masteryCheck:1","d0060d34b3528dea","6","CC.1.3.6.A","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdlpsjw00vlevu9e9fvdv3y","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlpsjw00vlevu9e9fvdv3y:masteryCheck:1","d0060d34b3528dea","6","CC.1.3.6.A","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[1,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdlpsjw00vlevu9e9fvdv3y","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlq62v00vtevu9szk9s8yr:independentPractice:1","09562a113c47a2c8","6","CC.1.3.6.C","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=2/4","[1,2]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdlq62v00vtevu9szk9s8yr","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlq62v00vtevu9szk9s8yr:independentPractice:1","09562a113c47a2c8","6","CC.1.3.6.C","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdlq62v00vtevu9szk9s8yr","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlq62v00vtevu9szk9s8yr:independentPractice:1","09562a113c47a2c8","6","CC.1.3.6.C","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[1,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdlq62v00vtevu9szk9s8yr","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlq62v00vtevu9szk9s8yr:independentPractice:2","c9ee3321fc476d86","6","CC.1.3.6.C","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=1/4","[1,2,3]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdlq62v00vtevu9szk9s8yr","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlq62v00vtevu9szk9s8yr:independentPractice:2","c9ee3321fc476d86","6","CC.1.3.6.C","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdlq62v00vtevu9szk9s8yr","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlq62v00vtevu9szk9s8yr:independentPractice:2","c9ee3321fc476d86","6","CC.1.3.6.C","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[1,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdlq62v00vtevu9szk9s8yr","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlq62v00vtevu9szk9s8yr:independentPractice:3","1f27f4b9b1e23f1d","6","CC.1.3.6.C","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=0/4","[0,1,2,3]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdlq62v00vtevu9szk9s8yr","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlq62v00vtevu9szk9s8yr:independentPractice:3","1f27f4b9b1e23f1d","6","CC.1.3.6.C","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdlq62v00vtevu9szk9s8yr","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlq62v00vtevu9szk9s8yr:independentPractice:3","1f27f4b9b1e23f1d","6","CC.1.3.6.C","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[0,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdlq62v00vtevu9szk9s8yr","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlq62v00vtevu9szk9s8yr:exitTicket:1","6bce0446dc928b27","6","CC.1.3.6.C","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=0/4","[0,1,2,3]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdlq62v00vtevu9szk9s8yr","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlq62v00vtevu9szk9s8yr:exitTicket:1","6bce0446dc928b27","6","CC.1.3.6.C","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdlq62v00vtevu9szk9s8yr","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlq62v00vtevu9szk9s8yr:exitTicket:1","6bce0446dc928b27","6","CC.1.3.6.C","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[1,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdlq62v00vtevu9szk9s8yr","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlulcl00wdevu9b1iewyb7:independentPractice:4","51097ab9b8d6bec2","6","CC.1.3.6.C","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=1/4","[1,2,3]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdlulcl00wdevu9b1iewyb7","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlulcl00wdevu9b1iewyb7:independentPractice:4","51097ab9b8d6bec2","6","CC.1.3.6.C","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdlulcl00wdevu9b1iewyb7","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlulcl00wdevu9b1iewyb7:independentPractice:4","51097ab9b8d6bec2","6","CC.1.3.6.C","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[1,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdlulcl00wdevu9b1iewyb7","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlsfwi00w4evu9g1q6o1a2:guidedPractice:1","c3001a10d1a39e19","6","CC.1.3.6.D","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=3/4","[2]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdlsfwi00w4evu9g1q6o1a2","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlsfwi00w4evu9g1q6o1a2:guidedPractice:1","c3001a10d1a39e19","6","CC.1.3.6.D","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdlsfwi00w4evu9g1q6o1a2","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlsfwi00w4evu9g1q6o1a2:guidedPractice:1","c3001a10d1a39e19","6","CC.1.3.6.D","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[0,1,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdlsfwi00w4evu9g1q6o1a2","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlsfwi00w4evu9g1q6o1a2:exitTicket:1","aae194c47cc871fa","6","CC.1.3.6.D","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=0/4","[0,1,2,3]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdlsfwi00w4evu9g1q6o1a2","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlsfwi00w4evu9g1q6o1a2:exitTicket:1","aae194c47cc871fa","6","CC.1.3.6.D","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdlsfwi00w4evu9g1q6o1a2","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlsfwi00w4evu9g1q6o1a2:exitTicket:1","aae194c47cc871fa","6","CC.1.3.6.D","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[0,1,2]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdlsfwi00w4evu9g1q6o1a2","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlz5ik00wxevu9l87lwmwy:guidedPractice:1","b335e8d91b59dd29","6","CC.1.3.6.F","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=2/4","[1,3]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdlz5ik00wxevu9l87lwmwy","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlz5ik00wxevu9l87lwmwy:guidedPractice:1","b335e8d91b59dd29","6","CC.1.3.6.F","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdlz5ik00wxevu9l87lwmwy","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlz5ik00wxevu9l87lwmwy:guidedPractice:1","b335e8d91b59dd29","6","CC.1.3.6.F","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[0,1,2]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdlz5ik00wxevu9l87lwmwy","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlz5ik00wxevu9l87lwmwy:independentPractice:1","ffa5dae509af0508","6","CC.1.3.6.F","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=3/4","[0]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdlz5ik00wxevu9l87lwmwy","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlz5ik00wxevu9l87lwmwy:independentPractice:1","ffa5dae509af0508","6","CC.1.3.6.F","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdlz5ik00wxevu9l87lwmwy","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlz5ik00wxevu9l87lwmwy:independentPractice:1","ffa5dae509af0508","6","CC.1.3.6.F","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[0,1,2]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdlz5ik00wxevu9l87lwmwy","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlz5ik00wxevu9l87lwmwy:exitTicket:1","4cb722a1ce50a910","6","CC.1.3.6.F","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=2/4","[2,3]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdlz5ik00wxevu9l87lwmwy","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlz5ik00wxevu9l87lwmwy:exitTicket:1","4cb722a1ce50a910","6","CC.1.3.6.F","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdlz5ik00wxevu9l87lwmwy","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlz5ik00wxevu9l87lwmwy:exitTicket:1","4cb722a1ce50a910","6","CC.1.3.6.F","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[0,1,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdlz5ik00wxevu9l87lwmwy","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmhj0500zgevu9bu6ocm3k:guidedPractice:1","854d3c3d1058e9ab","7","CC.1.1.7.E","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=3/4","[2]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdmhj0500zgevu9bu6ocm3k","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmhj0500zgevu9bu6ocm3k:guidedPractice:1","854d3c3d1058e9ab","7","CC.1.1.7.E","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdmhj0500zgevu9bu6ocm3k","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmhj0500zgevu9bu6ocm3k:guidedPractice:1","854d3c3d1058e9ab","7","CC.1.1.7.E","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[1,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdmhj0500zgevu9bu6ocm3k","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmlk6r0101evu9x7yib8oo:guidedPractice:1","e2b31c78f2d9adad","7","CC.1.1.7.E","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=1/4","[1,2,3]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdmlk6r0101evu9x7yib8oo","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmlk6r0101evu9x7yib8oo:guidedPractice:1","e2b31c78f2d9adad","7","CC.1.1.7.E","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdmlk6r0101evu9x7yib8oo","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmlk6r0101evu9x7yib8oo:guidedPractice:1","e2b31c78f2d9adad","7","CC.1.1.7.E","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[1,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdmlk6r0101evu9x7yib8oo","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmq10y010hevu9spinmfoh:guidedPractice:1","1d3ccc76a3b21aed","7","CC.1.2.7.A","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdmq10y010hevu9spinmfoh","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmq10y010hevu9spinmfoh:guidedPractice:1","1d3ccc76a3b21aed","7","CC.1.2.7.A","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[0,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdmq10y010hevu9spinmfoh","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmq10y010hevu9spinmfoh:independentPractice:1","ce795c98be2d17ab","7","CC.1.2.7.A","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdmq10y010hevu9spinmfoh","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmq10y010hevu9spinmfoh:independentPractice:1","ce795c98be2d17ab","7","CC.1.2.7.A","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[1,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdmq10y010hevu9spinmfoh","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmq10y010hevu9spinmfoh:exitTicket:1","6268e9961a3033b5","7","CC.1.2.7.A","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdmq10y010hevu9spinmfoh","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmq10y010hevu9spinmfoh:exitTicket:1","6268e9961a3033b5","7","CC.1.2.7.A","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[1,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdmq10y010hevu9spinmfoh","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmq10y010hevu9spinmfoh:masteryCheck:1","31afa1abe6ef4053","7","CC.1.2.7.A","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdmq10y010hevu9spinmfoh","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmq10y010hevu9spinmfoh:masteryCheck:1","31afa1abe6ef4053","7","CC.1.2.7.A","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[1,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdmq10y010hevu9spinmfoh","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmqdnz010pevu94j9g8iu1:guidedPractice:1","c1754feaec5b8afc","7","CC.1.2.7.A","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdmqdnz010pevu94j9g8iu1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmqdnz010pevu94j9g8iu1:guidedPractice:1","c1754feaec5b8afc","7","CC.1.2.7.A","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[1,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdmqdnz010pevu94j9g8iu1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmqdnz010pevu94j9g8iu1:independentPractice:1","e9d9ef4a8570554a","7","CC.1.2.7.A","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdmqdnz010pevu94j9g8iu1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmqdnz010pevu94j9g8iu1:independentPractice:1","e9d9ef4a8570554a","7","CC.1.2.7.A","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[0,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdmqdnz010pevu94j9g8iu1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmqdnz010pevu94j9g8iu1:independentPractice:4","ca2d6996406eb9cf","7","CC.1.2.7.A","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdmqdnz010pevu94j9g8iu1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmqdnz010pevu94j9g8iu1:independentPractice:4","ca2d6996406eb9cf","7","CC.1.2.7.A","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[1,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdmqdnz010pevu94j9g8iu1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmqdnz010pevu94j9g8iu1:exitTicket:1","9bb207271b5ffe93","7","CC.1.2.7.A","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdmqdnz010pevu94j9g8iu1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmqdnz010pevu94j9g8iu1:exitTicket:1","9bb207271b5ffe93","7","CC.1.2.7.A","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[0,1,2]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdmqdnz010pevu94j9g8iu1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmqdnz010pevu94j9g8iu1:masteryCheck:2","e2e816af1e9fc428","7","CC.1.2.7.A","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdmqdnz010pevu94j9g8iu1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmqdnz010pevu94j9g8iu1:masteryCheck:2","e2e816af1e9fc428","7","CC.1.2.7.A","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[0,1,2]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdmqdnz010pevu94j9g8iu1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmtkel010xevu9h5hnqy7c:independentPractice:2","dc05a81d36ba504a","7","CC.1.2.7.B","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=0/4","[0,1,2,3]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdmtkel010xevu9h5hnqy7c","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmtkel010xevu9h5hnqy7c:independentPractice:2","dc05a81d36ba504a","7","CC.1.2.7.B","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdmtkel010xevu9h5hnqy7c","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmtkel010xevu9h5hnqy7c:independentPractice:2","dc05a81d36ba504a","7","CC.1.2.7.B","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[1,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdmtkel010xevu9h5hnqy7c","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmtkel010xevu9h5hnqy7c:independentPractice:3","93f39be2d8ba074f","7","CC.1.2.7.B","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=1/4","[0,2,3]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdmtkel010xevu9h5hnqy7c","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmtkel010xevu9h5hnqy7c:independentPractice:3","93f39be2d8ba074f","7","CC.1.2.7.B","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdmtkel010xevu9h5hnqy7c","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmtkel010xevu9h5hnqy7c:independentPractice:3","93f39be2d8ba074f","7","CC.1.2.7.B","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[0,1,2]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdmtkel010xevu9h5hnqy7c","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmtkel010xevu9h5hnqy7c:exitTicket:1","aa8d7bba629aa716","7","CC.1.2.7.B","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=2/4","[1,2]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdmtkel010xevu9h5hnqy7c","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
