lessonId,title,sourceId,sourceType,sourcePath,sourceRef,grade,state,subject,module,standardCode,skill,generatorVersion,reviewStatus,legacyStatus,practiceItems,mcqItems,teiItems,passageCount,blockerCount,warningCount,recommendation,notes
"cmpdr5mjm000ies455h6l2m6y","Exploring Theme in Literary Texts","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","7","PA","ELA","PSSA","CC.1.3.7.A","Theme","","NEEDS_REVISION","QUARANTINED","36","15","21","11","138","18","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdnawxp0132evu9421t2kdi","Understanding Character Motivation and Theme","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","7","PA","ELA","PSSA","CC.1.3.7.C","Character Motivation and Theme","","PENDING_REVIEW","QUARANTINED","36","15","21","5","117","6","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdr7uap000ves45o6w35qba","Understanding Plot and Conflict","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","7","PA","ELA","PSSA","CC.1.3.7.C","Plot Lines and Conflict Development","","PENDING_REVIEW","QUARANTINED","36","12","24","6","132","12","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdnfohx013cevu9qi18uk0t","Understanding Point of View in Texts","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","7","PA","ELA","PSSA","CC.1.3.7.D","Point of View","","PENDING_REVIEW","QUARANTINED","36","12","24","7","144","18","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdnfrkl013kevu9alffqe61","Understanding Narrator Reliability and Perspective","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","7","PA","ELA","PSSA","CC.1.3.7.D","Narrator Reliability and Perspective","","PENDING_REVIEW","QUARANTINED","36","15","21","12","153","21","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdraxs00018es456aypnpx3","Understanding Poetry Structure and Meaning","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","7","PA","ELA","PSSA","CC.1.3.7.E","Poetry Structure and Meaning","","PENDING_REVIEW","QUARANTINED","36","9","27","8","96","3","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdrcx02001les451zrqsm0o","Exploring Connotation and Figurative Language","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","7","PA","ELA","PSSA","CC.1.3.7.F","Connotation and Figurative Language","","PENDING_REVIEW","QUARANTINED","36","15","21","7","96","3","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdrg64e001yes45nah75zki","Exploring Mood, Tone, and Word Choice","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","7","PA","ELA","PSSA","CC.1.3.7.F","Mood, Tone, and Word Choice","","NEEDS_REVISION","QUARANTINED","36","12","24","7","117","15","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdrgnnq0026es45b2sfw0z9","Mastering Informative Writing with Transitions","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","7","PA","ELA","PSSA","CC.1.4.7.A","Informative Writing with Transitions","","PENDING_REVIEW","QUARANTINED","36","6","30","6","102","3","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdnmgiv013tevu9984wxcmm","Mastering Phrases and Clauses","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","7","PA","ELA","PSSA","CC.1.4.7.F","Phrases and Clauses","","PENDING_REVIEW","QUARANTINED","36","9","27","0","102","6","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdrisev002ges453t4k53n8","Mastering Comma Use with Coordinate Adjectives","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","7","PA","ELA","PSSA","CC.1.4.7.F","Comma Use with Coordinate Adjectives","","PENDING_REVIEW","QUARANTINED","36","12","24","0","93","6","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdrm51w002tes45uqe05i0h","Understanding Formal and Informal Style","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","7","PA","ELA","PSSA","CC.1.4.7.F","Formal and Informal Style","","PENDING_REVIEW","QUARANTINED","36","0","36","7","102","3","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdrmsl00031es45m2wz2v99","Mastering Formal Style and Precise Language","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","7","PA","ELA","PSSA","CC.1.4.7.F","Formal Style and Precise Language","","PENDING_REVIEW","QUARANTINED","36","0","36","7","105","6","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdrolvr0039es45s7sey9xw","Mastering Pronoun Agreement and Shifts","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","7","PA","ELA","PSSA","CC.1.4.7.F","Pronoun Agreement and Shifts","","PENDING_REVIEW","QUARANTINED","36","9","27","0","84","6","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdrqfxf003hes45dl70s9qu","Mastering Misplaced and Dangling Modifiers","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","7","PA","ELA","PSSA","CC.1.4.7.F","Misplaced and Dangling Modifiers","","PENDING_REVIEW","QUARANTINED","36","12","24","4","102","9","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdrt2ns003pes45axpwxi5b","Crafting Effective Argument Counterclaims","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","7","PA","ELA","PSSA","CC.1.4.7.G","Argument Counterclaim Response","","PENDING_REVIEW","QUARANTINED","36","9","27","3","93","3","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdrxi4u004des45g4827yja","Mastering Text-Dependent Analysis","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","7","PA","ELA","PSSA","CC.1.4.7.S","TDA Evidence and Explanation","","PENDING_REVIEW","QUARANTINED","36","12","24","8","117","3","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdrvfe40040es450k8999m4","Mastering Research Questions and Source Notes","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","7","PA","ELA","PSSA","CC.1.4.7.V","Research Questions and Source Notes","","PENDING_REVIEW","QUARANTINED","36","24","12","0","84","6","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpds1rq1004qes458ueo06yl","Mastering Advanced Word Analysis","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.1.8.E","Advanced Word Analysis","","PENDING_REVIEW","QUARANTINED","36","9","27","6","111","12","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpds2q7q004yes458pm7m1ob","Understanding Connotation Through Word Structure","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.1.8.E","Connotation Through Word Structure","","PENDING_REVIEW","QUARANTINED","36","12","24","5","90","6","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpds8ny0005bes45uzecfgra","Exploring Multiple Central Ideas in Texts","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.2.8.A","Multiple Central Ideas","","PENDING_REVIEW","QUARANTINED","36","12","24","9","141","15","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpds9vvd005jes453b6w2xcy","Understanding Main Ideas in Texts","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.2.8.A","Main Idea","","PENDING_REVIEW","QUARANTINED","36","18","18","8","132","21","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdsezgq005wes45e60xpxwf","Making Inferences from Text","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.2.8.B","Inference","","PENDING_REVIEW","QUARANTINED","36","0","36","12","111","12","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdsfj5z0064es45riauv7ez","Mastering Text Evidence","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.2.8.B","Text Evidence","","PENDING_REVIEW","QUARANTINED","36","12","24","12","126","18","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdsm05h006les45dbx0miny","Understanding Author Perspective and Bias","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.2.8.D","Author Perspective and Bias","","PENDING_REVIEW","QUARANTINED","36","12","24","12","135","15","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdsl5ti006des459upxtlim","Understanding and Comparing Text Structures","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.2.8.E","Compare Text Structures","","PENDING_REVIEW","QUARANTINED","36","21","15","9","177","24","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdsqtg0006yes45f93a94ql","Understanding Visual and Quantitative Evidence","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.2.8.E","Visual and Quantitative Evidence","","PENDING_REVIEW","QUARANTINED","36","6","30","9","114","3","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdsr0gj0076es45ogfn7m4a","Understanding Logical Fallacies and Appeals","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.2.8.G","Logical Fallacies and Appeals","","PENDING_REVIEW","QUARANTINED","36","12","24","4","108","3","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdsxgll007mes45pd6col7t","Evaluating Arguments and Evidence","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.2.8.G","Trace and Evaluate Arguments","","PENDING_REVIEW","QUARANTINED","36","15","21","8","123","15","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdsvcwm007ees456x3aqfcu","Understanding Conflicting Information Across Texts","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.2.8.I","Conflicting Information Across Texts","","PENDING_REVIEW","QUARANTINED","36","18","18","3","117","12","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdt2374007yes45do5jjccj","Exploring Multiple Themes in Literature","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.3.8.A","Multiple Themes in Literature","","PENDING_REVIEW","QUARANTINED","36","0","36","12","117","3","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdt33r40086es45i2hx9gz5","Exploring Theme in Literature","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.3.8.A","Theme","","PENDING_REVIEW","QUARANTINED","36","6","30","10","138","18","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdt9btz008ges45o0h9shfu","Understanding Dramatic Irony and Suspense","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.3.8.C","Dramatic Irony and Suspense","","PENDING_REVIEW","QUARANTINED","36","15","21","7","93","6","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdt9xt5008oes45lld5j8ib","Understanding Characters Through Dialogue","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.3.8.C","Dialogue and Characterization","","PENDING_REVIEW","QUARANTINED","36","21","15","10","144","24","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdtgt4j009ces45flvdiw7p","Understanding Point of View in Literature","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.3.8.D","Point of View","","PENDING_REVIEW","QUARANTINED","36","0","36","12","129","6","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdtfb640094es459thxsnzj","Understanding Connotation and Figurative Language","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.3.8.F","Connotation and Figurative Language","","PENDING_REVIEW","QUARANTINED","36","18","18","6","90","3","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdtnbsf009nes45u4w4vz7z","Understanding Figurative Language and Its Effects","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.3.8.F","Figurative Language Effect","","PENDING_REVIEW","QUARANTINED","36","18","18","7","102","6","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdtpwmz00a0es45czh5rfgk","Exploring Themes Across Genres","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.3.8.H","Compare Genres on Similar Themes","","PENDING_REVIEW","QUARANTINED","36","0","36","12","129","3","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdtri4z00a8es450ep4u8gq","Mastering Informative Synthesis Writing","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.4.8.A","Informative Synthesis Writing","","PENDING_REVIEW","QUARANTINED","36","0","36","4","111","3","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdo4ai10142evu9v0tfvssp","Mastering Parallel Structure","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.4.8.F","Parallel Structure","","PENDING_REVIEW","QUARANTINED","36","12","24","0","93","6","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdtt4hh00ages45qrbhrz0u","Mastering Punctuation: Ellipses and Dashes","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.4.8.F","Ellipses, Dashes, and Punctuation Effects","","PENDING_REVIEW","QUARANTINED","36","21","15","0","84","6","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdtw12r00aoes45flc1te0a","Mastering Formal Academic Style","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.4.8.F","Formal Academic Style","","PENDING_REVIEW","QUARANTINED","36","0","36","3","108","3","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdtxj9t00awes45prcsuusn","Mastering Pronoun Agreement and Shifts","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.4.8.F","Pronoun Agreement and Shifts","","PENDING_REVIEW","QUARANTINED","36","0","36","0","93","6","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdtyiwy00b4es45hy6zgpak","Mastering Formal and Informal Style","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.4.8.F","Formal and Informal Style","","PENDING_REVIEW","QUARANTINED","36","0","36","7","102","3","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdu0yst00bhes45jqiyjonu","Understanding Verb Moods and Voice","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.4.8.F","Verb Moods and Voice","","PENDING_REVIEW","QUARANTINED","36","0","36","1","108","3","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdu4xtv00bues4512yda0la","Crafting Strong Arguments with Counterclaims","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.4.8.G","Argument with Counterclaims and Evidence","","PENDING_REVIEW","QUARANTINED","36","0","36","8","144","3","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdu85qu00c7es45er2w1r62","Mastering Text-Dependent Analysis","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.4.8.S","TDA Evidence and Explanation","","PENDING_REVIEW","QUARANTINED","36","0","36","7","147","6","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdu9nlm00cfes45m3bscx8k","Evaluating Source Credibility","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.4.8.V","Research Source Credibility","","PENDING_REVIEW","QUARANTINED","36","9","27","2","99","3","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdh5m7u009qevu9b6sq9ivk","Understanding Affixes and Roots","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4","db_export_jsonl","audit_exports/pssa_audit_bundle_G4/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","4","PA","ELA","PSSA","CC.1.1.4.D","Affixes and Roots","","PENDING_REVIEW","QUARANTINED","48","16","32","3","108","4","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdh63tp009yevu9abub6l5w","Mastering Multisyllabic Words","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4","db_export_jsonl","audit_exports/pssa_audit_bundle_G4/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","4","PA","ELA","PSSA","CC.1.1.4.E","Decoding Multisyllabic Words","","PENDING_REVIEW","QUARANTINED","48","0","48","3","108","4","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
