sourceType,sourceId,licenseStatus,attribution,externalSourceUrl,notes
lesson,cmpdlbjuf00ujevu9v3rwynp1,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdldlmy00usevu9olw2a5s9,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdlho4i00v2evu9xsy6kkqv,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdlkb9w00vcevu95d033ehp,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdlpsjw00vlevu9e9fvdv3y,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdlq62v00vtevu9szk9s8yr,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdlulcl00wdevu9b1iewyb7,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdlsfwi00w4evu9g1q6o1a2,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdlxlnf00wpevu9g67bl85d,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdlz5ik00wxevu9l87lwmwy,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdm0xwm00x5evu9wld8xp8n,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdm229u00xdevu9u7dmxptz,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdm34am00xlevu9wg4syc6i,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdm5xsa00xtevu9tno0pj6v,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdm7hfs00y1evu98f3efqpo,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdm9r6u00y9evu91a1pnqzz,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdmaj1f00yievu9ui4dxure,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp39etqn006unrdzu07f32jz,internal_or_ai_assisted_review_required,DETERMINISTIC,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp39pu36006s11zemific5ic,internal_or_ai_assisted_review_required,AI_ENRICHED,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp3dz486002o111beui23cwb,internal_or_ai_assisted_review_required,AI_ENRICHED,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp5ns6op0079149wc8n858lh,internal_or_ai_assisted_review_required,AI_ENRICHED,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp2uknnn009dg530ymnqdkjx,internal_or_ai_assisted_review_required,AI_ENRICHED,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp36npvr00533hihss7lyjo6,internal_or_ai_assisted_review_required,DETERMINISTIC,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp39pu57007311zerijjemi9,internal_or_ai_assisted_review_required,AI_ENRICHED,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp3dz49k002z111bl60wju1u,internal_or_ai_assisted_review_required,AI_ENRICHED,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp61fsuu006vr85qpftc80kw,internal_or_ai_assisted_review_required,AI_ENRICHED,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp6423b20055m5s7bzml7ods,internal_or_ai_assisted_review_required,AI_ENRICHED,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp30i9fc008krzygi7fekjjv,internal_or_ai_assisted_review_required,DETERMINISTIC,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp39etrx0075nrdzwobmqoo6,internal_or_ai_assisted_review_required,DETERMINISTIC,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp6423cc005jm5s7769nual7,internal_or_ai_assisted_review_required,AI_ENRICHED,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp5ns6mz006v149wdbdgg205,internal_or_ai_assisted_review_required,AI_ENRICHED,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp61fswg0079r85qwrlgp81k,internal_or_ai_assisted_review_required,AI_ENRICHED,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp30i9gg008vrzygajx5iyyk,internal_or_ai_assisted_review_required,DETERMINISTIC,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp36npxb005e3hihf9d6iqlj,internal_or_ai_assisted_review_required,DETERMINISTIC,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp2ukmiy008kg530gnrdqi2t,internal_or_ai_assisted_review_required,AI_ENRICHED,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp2ukn850090g530f4qx8t6q,internal_or_ai_assisted_review_required,AI_ENRICHED,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdmdumb00yzevu9rvm0arnd,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp30i9cu0089rzygsw3be1yi,internal_or_ai_assisted_review_required,DETERMINISTIC,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp36nps8004s3hihy11uzloa,internal_or_ai_assisted_review_required,DETERMINISTIC,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp39etni006jnrdzt0k16mn8,internal_or_ai_assisted_review_required,DETERMINISTIC,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp39pu1h006h11ze2ttj8m3j,internal_or_ai_assisted_review_required,AI_ENRICHED,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp3dz45w002d111b5n38gael,internal_or_ai_assisted_review_required,AI_ENRICHED,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp5ns6k0006h149ws4wdk3kc,internal_or_ai_assisted_review_required,AI_ENRICHED,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp61fssi006hr85qsg8vnb99,internal_or_ai_assisted_review_required,AI_ENRICHED,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmp64236x004rm5s7z9rc07jq,internal_or_ai_assisted_review_required,AI_ENRICHED,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdmeaxw00z7evu9n5yzuzdh,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdmlad400ztevu941rhy9hz,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdmhj0500zgevu9bu6ocm3k,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdmlk6r0101evu9x7yib8oo,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdmq10y010hevu9spinmfoh,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdmqdnz010pevu94j9g8iu1,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdmtkel010xevu9h5hnqy7c,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdmurek0118evu9j5ct4z2y,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdmxkrt011gevu9lgkrwzj8,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdmyk49011sevu9shm2qp3s,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdn2k4r0120evu9e0u3rx6y,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdn2wdv0128evu985jqquxc,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdn756z012oevu91hvv2l0h,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdn6y8o012gevu928lq7woo,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdr5mjm000ies455h6l2m6y,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdnawxp0132evu9421t2kdi,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdr7uap000ves45o6w35qba,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdnfohx013cevu9qi18uk0t,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdnfrkl013kevu9alffqe61,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdraxs00018es456aypnpx3,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdrcx02001les451zrqsm0o,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdrg64e001yes45nah75zki,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdrgnnq0026es45b2sfw0z9,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdnmgiv013tevu9984wxcmm,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdrisev002ges453t4k53n8,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdrm51w002tes45uqe05i0h,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdrmsl00031es45m2wz2v99,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdrolvr0039es45s7sey9xw,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdrqfxf003hes45dl70s9qu,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdrt2ns003pes45axpwxi5b,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdrxi4u004des45g4827yja,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdrvfe40040es450k8999m4,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpds1rq1004qes458ueo06yl,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpds2q7q004yes458pm7m1ob,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpds8ny0005bes45uzecfgra,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpds9vvd005jes453b6w2xcy,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdsezgq005wes45e60xpxwf,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdsfj5z0064es45riauv7ez,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdsm05h006les45dbx0miny,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdsl5ti006des459upxtlim,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdsqtg0006yes45f93a94ql,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdsr0gj0076es45ogfn7m4a,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdsxgll007mes45pd6col7t,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdsvcwm007ees456x3aqfcu,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdt2374007yes45do5jjccj,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdt33r40086es45i2hx9gz5,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdt9btz008ges45o0h9shfu,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdt9xt5008oes45lld5j8ib,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdtgt4j009ces45flvdiw7p,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdtfb640094es459thxsnzj,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdtnbsf009nes45u4w4vz7z,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdtpwmz00a0es45czh5rfgk,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdtri4z00a8es450ep4u8gq,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdo4ai10142evu9v0tfvssp,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdtt4hh00ages45qrbhrz0u,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdtw12r00aoes45flc1te0a,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdtxj9t00awes45prcsuusn,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdtyiwy00b4es45hy6zgpak,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdu0yst00bhes45jqiyjonu,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdu4xtv00bues4512yda0la,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdu85qu00c7es45er2w1r62,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdu9nlm00cfes45m3bscx8k,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
